Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
d8e8459398f3f096775f4298666880a7	k__Bacteria	0.7889949239520673
e5c80b4a23b96b2fa35b6da6cac2bf73	Unassigned	0.6947866091524686
41735c13fb7f63db49b10fba5d959ce3	k__Bacteria	0.7351501843728809
9118606a87ac19f8d041da20f16f3236	k__Bacteria	0.7682434997218375
4fdf8dcd9451f5742982d716fa9f0536	k__Bacteria	0.8814704709348796
ae27459b7f5465815b1f565d792083ce	k__Bacteria	0.7637919768524281
4ea5683e2c2a183c11c45dc8fbd0c67c	k__Bacteria	0.8268018413542799
54d098d009b89779530eaf43a1bb136a	Unassigned	0.3310706501479904
469e4ff2129066178b74b112829fc03c	k__Bacteria	0.7502191058818136
41fedaa9200e2933821f84ecdc0b0772	k__Bacteria	0.9077565634931998
76174505aef45f134d8068d5ad2c42aa	Unassigned	0.31712348220364617
6edca9464612efff71d8f97299f01663	Unassigned	0.5964596311809361
b8afb7bb30b7a9170b7c6dcd40251d54	k__Bacteria	0.8288164659238224
4c4606a3dbb4f5b8bb1ad1db6dfc5617	k__Bacteria	0.8083345621134059
3ef461f213bfc675ddf0b1bfeef2dc52	k__Bacteria	0.7012167460967013
1f50ac250618ced095a2a5c34bae7651	k__Bacteria	0.8418021061231986
b3d4d129c955517b446df657236ba5a2	k__Bacteria	0.9041037761899661
fc15824cd9e9c29e1319d32843452b54	k__Bacteria	0.8355999454199547
b2866fdca13681232057e3e85a1978cf	k__Bacteria	0.7244394791137341
f8f937eeee7762f446a0e87292f98eb6	Unassigned	0.6087366177518791
fc5b641a0b0408d99ddfb2a5ba64da59	Unassigned	0.5971395657928213
e0472171de6fa02a1f58e392ad3d000e	Unassigned	0.7413093666342312
2514cdaab96a1a42cf15506f2ecf6439	k__Bacteria	0.8443245602879393
052128d7d424728578efe7852b0afd0d	k__Bacteria	0.9207650487362499
1b448e00c078f81e49a61933072345d2	Unassigned	0.5616948510438342
958bc15b660bce0b894665d13f910f5b	k__Bacteria	0.8828721626322471
e063d1c3c9daf7390e5475e48d9b01c5	k__Bacteria	0.9400959160477763
162ed46308ef9dd1600fb0fe7c90b186	k__Bacteria	0.7821693966864295
2e55763e77234a7bfc3a311067a0c7e1	k__Bacteria	0.7566811653897386
f8a71161ac98c5ceafcc75e57ace7230	k__Bacteria	0.7260462551406892
5ada68b9a081358e1a7d5f1d351e656a	Unassigned	0.8342508071064049
9af77e369d2ba4b3bb6e0e808ed84d91	Unassigned	0.4876650802939152
e737a3a864791ec52f1398d83786f4f2	Unassigned	0.6502337526287278
79dcabe7f92f8cf2723b796dcd2f239f	k__Bacteria	0.7459493166954192
e77bac543df42865af751a32a2942fdb	k__Bacteria	0.8616231087861222
81351ef6b4d49a3a6b2fc24745d70305	Unassigned	0.6783222871230614
26133b4163fdcd22d86f4e04e74154f1	k__Bacteria	0.8861031280121037
26b8b1509edf09c438db1634308c3c90	Unassigned	0.699528031613114
29a92aecac56c855cbfc0debf9bda0c8	k__Bacteria	0.9213793952685335
c4aad64f84f51ff331b986a67af4ed3d	Unassigned	0.6739497555329159
3ae3e825c5e3862af6c17798e2b40a37	k__Bacteria	0.8148717018809045
839fafb762395fab1ba257442ec29e7f	k__Bacteria	0.7933629742277929
880968796af86b3d6270c228fe8e7026	k__Bacteria	0.9198051361807162
7a5d5e6f85da7ca91daa2d803e8f9279	Unassigned	0.686529663137253
5c82bad13c4ebd2ed1bd23a8c2e37fc5	k__Bacteria	0.7189995005236044
401d7866836c54f3cd18bd0fc814885e	k__Bacteria	0.7589336228537757
6b82e6cb771d45d6c925405b66299d7f	k__Bacteria	0.7582730469010283
75258a676bcd7e73c2437d6a2012d490	k__Bacteria	0.817195723124646
f59a4d48a03cc224462bf83e4d4ab126	k__Bacteria	0.8783488826734208
f91c81859bf6eede55eef9c915dd8bab	Unassigned	0.6751438898168705
684721318896ed01048f3502333c214d	Unassigned	0.7247583279765784
eecc4a4317225eb579540e82ab785716	k__Bacteria	0.749577538829334
a895b66cac813ac67ce1c908259b646f	k__Bacteria	0.8778870417939114
a4c08e2c3a34038ea877b16d01736837	k__Bacteria	0.7840460746359729
4980b85712efeef1fc4563a9a949fe2e	Unassigned	0.6689518067693117
2ff525a1e58c54525e7f2d68a6c0b23e	Unassigned	0.7203081245221337
0b925631436d3775231b60f9d0011cae	k__Bacteria	0.8809152968027877
acfe4c003905a7074aeaf385b78ad9e0	k__Bacteria	0.7903204588246532
5601f094afc823d75ccb34440645a99e	k__Bacteria	0.7452113170403698
d781fa7e866ac295ce9a56bd97912983	k__Bacteria	0.8433291154683433
4075a90811bf9c19f02f5aa2ece6da37	k__Bacteria	0.8333550997455501
a5551fc60aa8bbaab737487552ea2a75	k__Bacteria	0.8906271773845729
4132561a08d25757e4bee9f73ec4a70a	k__Bacteria	0.736123529492957
3cdd97ba69a504117de24626ba790e96	k__Bacteria	0.7343694075917677
f16a387e898dbae6432b2ed0241120bd	k__Bacteria	0.9042638860677147
ff3df50eea7490dd794148649c480fd3	k__Bacteria	0.8757292299357847
3125abe90c7ae91aec06eb104d71845f	k__Bacteria	0.8346477230644029
3bf2fc236887eda11c969b84d30f9fbf	Unassigned	0.3004699801084012
a659784c026bd9c8cde94da36aa656d7	k__Bacteria	0.757185271049076
56c98126dde3abb2d263088db55e12c8	k__Bacteria	0.7890566050779292
21a0198d0a83a8f3ec0e401067138940	k__Bacteria	0.9023861752952695
9d3ec96491b522546acbdfa3b21b6071	k__Bacteria	0.7892930251992905
30faafef155964edd9db9374f36c45bf	k__Bacteria	0.8282255244887872
b383ade799e9c83c649cec37705a251d	Unassigned	0.6529229812105424
393e6e2cbe258ed27a4ca0a2ee0d2cdc	Unassigned	0.7168458982657029
fb4f7d9d3f91ac2f22a542fbd13019c1	k__Bacteria	0.9291302755663097
8da02c7114ba0d9ee40312926e037a8f	Unassigned	0.30337855967881555
1d17561d16d803f652b0d6bdd671c1cc	k__Bacteria	0.8864619112043998
3982159c2603cacc4bc4893003bda323	Unassigned	0.5961649231463071
b0f7e29de400c6b517b39230dc1b4365	k__Bacteria	0.7725436947463001
3a1c2d5547ddb7f76306a042f8bef6a4	k__Bacteria	0.8845429484536412
724c43ad3632cb8c5c6230c874551bd2	k__Bacteria	0.7396924663572161
b92e89d105e0a6e09e5984879c4c7809	k__Bacteria	0.7234876820014586
a5df9a825c3d8eeb228a6781c3db134c	k__Bacteria	0.8827592338410944
d46bfd723f625e317606ae28580eba3e	k__Bacteria	0.9007821776417495
e8fb2b3d01d369dbb5d3764548193ae9	k__Bacteria	0.7191430222091586
87899779aec8d38dfaf48d895cfe8021	Unassigned	0.6101857792130019
7cdabbffaaa6cc6d9f478d91f312a8ee	k__Bacteria	0.7605792820273043
145f11599b92ad3a4c93896b0edf8c0c	k__Bacteria	0.8697096035445541
475741f076c42d2c75d2d63c14fe4d3f	Unassigned	0.520407755316615
1d284bea12006c939c03d622ce2abd5e	Unassigned	0.6304814898483251
c4f955168102011d272b685aa772c10a	k__Bacteria	0.7805163270905998
24443b70088636edf08f0c9572d7faf4	Unassigned	0.7317998701660966
7eedfc5c8d0d6b8852fabb20d52a8c5d	k__Bacteria	0.9196371311688933
185df2b73b4805164470dfaea2d05223	k__Bacteria	0.7991875502291402
846cbaf603b77be035fe0cb61d14a23c	k__Bacteria	0.8388878386985404
513de43781dc4c2831eb83b23940d66b	k__Bacteria	0.7187178010670555
bb370945a6777f712cfd963c55f2ff54	k__Bacteria	0.76880555950169
91d0b3b7c0329b9a164b6e04a181f1d6	Unassigned	0.5927302677487946
344b020d867e3210563eaf40b0c557ef	Unassigned	0.6557490786932889
1b963d0d7457ac133aed9497f03b5a64	k__Bacteria	0.742385670558381
136e9f5aa470119165e59d202fdb318c	Unassigned	0.7515130470461033
2f4c5e75c0e4cdfcbddbe93ef1f410a3	Unassigned	0.3688994790129103
59fefb91cc66ef6930b0201e4bf24cbb	k__Bacteria	0.7916354875537543
4ce1be9cea00a1eb7f960600e1ff3cfa	k__Bacteria	0.7835003836492042
f094a383692eb30761eb3d5c93240236	k__Bacteria	0.7054766098773256
44543d9c6bb193c64d38c9bdb6790eec	k__Bacteria	0.7398883024189211
1f0a072da4906270a684a389c1586582	Unassigned	0.7336717304860358
aa668eb01ca9dcc59aeb1454b600c8c8	k__Bacteria	0.9205510601931706
626b8ee112be0ec208bb16445611d001	k__Bacteria	0.7524032897897476
c99439f78b73ffcf55858ae828aac608	k__Bacteria	0.8605453616470905
cba5f5b1153235425628bd77a28257c7	k__Bacteria	0.8760324382492171
d3e265209c342d15d93a910e38ad9be2	k__Bacteria	0.8216663115698936
8cd2a871fab61bdea4ef23a295c371cf	Unassigned	0.6537013049298919
9590aed21545774c71a124f2b5200691	Unassigned	0.6410376264786817
84755bc954af6d3b39bb4c369e5992e7	k__Bacteria	0.9405205293669489
848587c4a03949500c5815bd6edb7b6e	Unassigned	0.34144539193041057
3a69cb2f27ac76a05405efbb5088d249	k__Bacteria	0.9395637984210375
1b75626f6834620dc2c729a1a81f497a	k__Bacteria	0.797434046281142
5437cb1c86c72638cbbc12896f88d1b1	Unassigned	0.7439767518912408
c5b61a414bdb4305544bb4f941e0bfc9	k__Bacteria	0.7302452477754512
4b8228f4d7d3809aa6827e8d9e11a9ae	k__Bacteria	0.9196575286763317
6be3ad080a12e28c46c9ca4f94710ac7	k__Bacteria	0.8097267841719501
49232f27012731b0a65805c0919e2bbc	Unassigned	0.6040163086674148
2fa276cce32e900f0f68d30e460b8f61	k__Bacteria	0.8455609046400391
24523c45ca39b6c81a01ce286c0c092b	k__Bacteria	0.8165269447580478
f023384b8f989d014dd2ead7f10db307	k__Bacteria	0.9213847353076529
16564bc936c839c893f951bab613a30b	Unassigned	0.5313193146723916
dd7e1e45831871f719cc3cd68f568e7c	k__Bacteria	0.7065706892957228
fc1f49989e78fa71bc6404ff2a148576	k__Bacteria	0.8819458140459591
7dd981802694dec3ecdb61ee53805956	k__Bacteria	0.7952220186108803
24dfe6a7325e4f2be7dbd522ef613e42	k__Bacteria	0.7986987497692231
b8b19c4f0719a5d5b965a0f50f05827c	k__Bacteria	0.8253031093570112
51ddb685cfb1775931489ebbd3eef6ca	k__Bacteria	0.8527937063523806
14d168c89e381de6fc3091837a557e48	k__Bacteria	0.7954296333438027
b5bf6383b53e0add0d6589b73949462a	k__Bacteria	0.8124737794132545
4a5387c4bc61f2d8f3d9d2de983ba556	Unassigned	0.5627324920514656
9b0549bb6e63f681bf133d2c7996055d	k__Bacteria	0.8498976648095453
c18826df5af5da174f580164c805a38a	Unassigned	0.6783591867096613
67f9c74eeea5a4609bd1d2fab66ad3cc	Unassigned	0.7459356778148278
3e2c7eb0316409806267a8d9845b0b13	k__Bacteria	0.7947033844532915
465e9cab9abce306c1e0f7459b325c33	k__Bacteria	0.8370250814238545
9616cf56be891f816aa7abc6a13c9e8f	k__Bacteria	0.7883128180398173
77a517253ff10afeb78a37bc13d649a0	k__Bacteria	0.7936587702618468
30a88dc67e6a522087c3dfc8019550a6	k__Bacteria	0.9261902412415636
b00d44992702bd3743d7f353638d42f9	k__Bacteria	0.8227541758284679
ed950935b660fb10449d5f229dc13fb9	k__Bacteria	0.8444401430992162
1c7d1f74c2c43b872972f974eb196915	k__Bacteria	0.7648950475210788
126d3c82f184c4d9058cab124f287968	Unassigned	0.758908434406041
0bd7addf1b999f01ad58fec8412b8931	k__Bacteria	0.8462461275820446
07b2b1c3771f46d82c90b20a79fb3d04	k__Bacteria	0.7777129721390209
ca96b8fd01aa6c508305bacac37da6c2	k__Bacteria	0.9361515903219432
01b99cb344ed2530f7d80897ffe257a9	k__Bacteria	0.7499426514215414
fea5c05e9b8245c5ca46f6673f59e0bf	k__Bacteria	0.8471406829387964
32875774cffdc8c820f91d8e86f9a0e6	k__Bacteria	0.9207939237454305
ecf9eb9fa3970ff27a221e626395c75d	k__Bacteria	0.7373696037699726
0c4b17f88dae47697d3bceb3663f47ce	Unassigned	0.7677412148629045
43a9c44adeac51fd3ab95081da56d02d	k__Bacteria	0.9186280699815157
e7a3af060bcc6686986ddfdf5536fac8	k__Bacteria	0.8601732564464607
9f1913b781d2cde1c8a4c57b7dc2ab83	Unassigned	0.7335208149791177
063fa4f5a6fa894f7f8243468324ac5e	k__Bacteria	0.761903792057329
2e202c4e4e803dbc6d54c9e3117afedd	k__Bacteria	0.7386151596220148
96a7dbb0e2c57e289c05b82e2db880be	Unassigned	0.663800795052052
38aff035451e491e5905508b9a173fb6	k__Bacteria	0.8429369959714705
9e1c6b703a4312cce306c7757688a351	k__Bacteria	0.8852334629620027
62bf37c50994a06e6c8c93355ad1caa0	k__Bacteria	0.7903866118172072
4b13979d719e78a50cb0eac34d72dec1	Unassigned	0.602524868860147
1edc5497d3daf6d914427d32b71daa52	k__Bacteria	0.791984716222582
dd222108ed685d6a936d2011ea220998	k__Bacteria	0.8113263328935957
7f99061140cbf6c9081a204380efd8e1	Unassigned	0.6217023571191546
ae881162d813e498f40bf33b8e42d54a	Unassigned	0.7833081768469875
201b6484b6abe3d4c587464be6cbd574	k__Bacteria	0.9548423473307788
3b65e1db6742cc44493248fff266f564	k__Bacteria	0.8526040286399251
10710d3d706451c3536228e4b7d146db	k__Bacteria	0.7842549385319761
823698689031b0b9c2c5152f92ffc70f	Unassigned	0.7456664485634565
2ca928ad9749bb9726c35d6528fefec1	k__Bacteria	0.8421343112714176
da247df6fe91b74bf38d3ecc1c05b4b0	Unassigned	0.6621106904717826
d8f7f446987e67092b6256c10b1ee69e	Unassigned	0.6445600743443788
0dcaf9358eddf685864afb883cdf2363	k__Bacteria	0.8208230774958115
8b111e12f8f73205bac732c7479a97e8	Unassigned	0.6601031963712475
5decdad9c550489629ce441d32a69a1c	k__Bacteria	0.8017344429291875
cfe4948493ea1b183b006512be10924a	Unassigned	0.6351568103948102
4fccea69a702bcb90cc0147c0fff2995	Unassigned	0.5505734590672651
a0b0961c7ba318abff3e5a93f09f495e	k__Bacteria	0.919828687675942
54a5af5112600a1faf06be268f95616e	Unassigned	0.7016262323396799
54b4964000ad1631e547c46a828ed1a0	Unassigned	0.7293915704261186
ed75725613954c459019eec50b431f9f	k__Bacteria	0.7892446103198594
dab4d3e6078cfc510502a47c98e82081	Unassigned	0.6902806279088595
aadef7fba5a0754fb631409c11fb331f	Unassigned	0.6736494875475159
c04b03fdea7f81c8c52fc540c50a24a4	k__Bacteria	0.7067459839720341
53729ba7429e5bd2fe96229b14452bdc	k__Bacteria	0.8299754213512862
50e96bbd1a8267119529843a1acb43a5	k__Bacteria	0.8336180784690337
6fea19332b7fb980e2124d0339c596c2	k__Bacteria	0.7689860027474251
ecbf086d6ccbe5e8c2a69d0afb144662	k__Bacteria	0.8322323529159481
9acad60e1ad588fb9250aab68dee645d	k__Bacteria	0.8063647278173588
9da7a39de7e82006cc9533681adf765a	k__Bacteria	0.8441426186878732
13692c41b4bf5d577c28c278caafcddb	k__Bacteria	0.8000253772728766
ebd1dcd162acede67bb633c42c7b2ac2	k__Bacteria	0.8160384539313523
80b20e907aa4fcf2309796bc303d151d	k__Bacteria	0.8688114862188263
bb173654871d294466912ef22f685faa	k__Bacteria	0.7442105970651305
f9bc8716f02b0a22f03b1a686895aae1	k__Bacteria	0.7085976887201862
58946a0b64aa351fd8e7b97d02d6639d	Unassigned	0.7110189009700616
e54bcf1c8ec24811e7c355b8d82fa59e	k__Bacteria	0.7519611140799586
c57b70d65a63c4bf9f12c179c2416839	k__Bacteria	0.8720744318955507
955d8fcbb35e8bc04c8df0c6aae34d34	k__Bacteria	0.8667258215338915
3b74a95b189e134bb34c191b7693455d	Unassigned	0.7401604253275251
66a605fcdaa020dbdd6136f241ea79d9	Unassigned	0.6537354534428026
919764896275058362e55f0849d2b38b	k__Bacteria	0.7742624316882519
b428acd97e6af974db1b053a2bc2b5c8	k__Bacteria	0.7659798771951136
f3194c2eb241f821239009ca55dbb30c	k__Bacteria	0.7318590864414765
39b5567d2d979a9172c02435a5ede59d	k__Bacteria	0.8046686323791902
101968ec709b68fcd964a68ff226dcd1	Unassigned	0.6570582546202139
2de266b1ffa8e9ec6383c98096caf8f0	k__Bacteria	0.8520294034491481
3add7df323955b22d1cea664ef38165d	k__Bacteria	0.8765097318153348
5df503c1ddf8f3f4ac9e49e983e3d7fd	k__Bacteria	0.7803195917355572
e73fc2655e1cca4a2b1c419da3630c72	k__Bacteria	0.7052085475511002
95f07780b7e9b8b504c2563e63950663	k__Bacteria	0.7167295478992026
956d0a6f5a8e1d2fbb39df909cc14894	Unassigned	0.706011855836872
7f4909ae8d31a3995fa2c200c690a21f	Unassigned	0.3092457863589766
a1b971c01ce0b220275c218adbe717c1	k__Bacteria	0.7457633484084991
e2c355360209f0b71b70b85ed0f9532d	k__Bacteria	0.8789944425477386
58d6cee566e26e231916ccc2093ae053	k__Bacteria	0.8321031268317124
1a4ff0ff25ff4e919711422c2f605519	k__Bacteria	0.8803917385451311
bfdc8d2e7693336b4f3781920d3fa253	Unassigned	0.7013969354314566
88b4862756df007aa0c6bc2ba049708b	Unassigned	0.6198356024934475
498ae808db957a63e20e836e1bf77f54	k__Bacteria	0.8421969697454035
41cb0c62655aa8da8968a06cde0f14a1	Unassigned	0.674905225606523
6be678de197b54f9a04f6c984b91ef22	k__Bacteria	0.741062039130157
868a4fe285b85fa1b8eb40071d5397be	k__Bacteria	0.8292300317035051
5a02c9985adcd7543dff8c846cff62a5	k__Bacteria	0.8600931799720707
28560cffcd31045fa07dd88557b43e05	k__Bacteria	0.8775947795517341
30273eb317696f87e7b6fd37ada4bb8f	Unassigned	0.31827588231350357
c9a1082e87563e01347729352358bbcf	k__Bacteria	0.7839383538950314
a5185df881810390f29afa3ba3ccf522	k__Bacteria	0.8109191021219355
ba0941f03086680ee946a10dfe90cf12	Unassigned	0.7401500730972204
1c40ac02c49ea9e03881b0f183373417	k__Bacteria	0.7626188217516796
3f448350064694e647b284259bdebb91	Unassigned	0.5548990730572516
816b94bcd935ca38afe71fd1e3c5356c	Unassigned	0.6821427607495321
7fee9350277038eef98dee70b4190563	Unassigned	0.6775165459707871
0f55566622d8244073432b2e67b24baa	k__Bacteria	0.823367312113431
34e40677eda6fb724e9323b0835d5ab0	Unassigned	0.32116517424081015
0be23adca941c1335eb04db17dc66e98	k__Bacteria	0.7821485457174618
acba6a53153faccd2c02a9c0e8a2d941	Unassigned	0.7519056818340261
68c05655a58355526692d3a1f0968aff	k__Bacteria	0.8551131796543239
c9f68eb27669d95f1e365fc085b51ee6	k__Bacteria	0.7759465911161277
ce0a68ef210192a51f60ec3eb8e3e92e	k__Bacteria	0.725440643263088
1a5ff65c7f309159df626f810d96ae8b	k__Bacteria	0.7889429233034385
4cecaa1cfabe89a905940ae23dd94a64	k__Bacteria	0.7583754532196274
30ebe1a33c21c25c55e4fdbb5894b832	k__Bacteria	0.7673221403088636
48eda83fda558aea8fdd32b9c8dfff98	k__Bacteria	0.798055649838476
2b148d88c49e316f85b6e7863089a886	k__Bacteria	0.8280443250861989
aee707afe3847427a6d3d34e31437923	k__Bacteria	0.800743955002901
e2f0caba18b002ca9762ed56167c6188	k__Bacteria	0.9450212140086521
955280212814a2050dd2f640e10fc25d	k__Bacteria	0.851905078692096
8659c05e82a2d1399cbc3fd26ab938e4	k__Bacteria	0.8483751694307363
7a20f7055ca2c7462cfa6a7aef16ec28	Unassigned	0.6290740903729909
7f2aa6f3481a4039dcc8d1b8be32beb7	k__Bacteria	0.7848306694533421
f0e16b2961cac3985938413cea00eb14	k__Bacteria	0.8527350811413248
a70441600c181b747a763ce5a7414a3f	Unassigned	0.6102961873215504
5fb5ace22c46fefb30969da7bb0dcb74	k__Bacteria	0.8188313129124661
c2562f279f2b32428e71ef8e8e1cd3d8	Unassigned	0.31412563511765823
fe98555e63f547c33b3987391cd34d5d	k__Bacteria	0.887124809196145
aa9f89f9af07d53e077462471423f3ab	k__Bacteria	0.939627592009875
bfbf3b84b315e741c4345ebb43e2b9cc	k__Bacteria	0.834622099984221
1f926dee6544b252d38067cc7753383a	k__Bacteria	0.7889057803503166
edacf632dcadc21c328669befafe2af6	k__Bacteria	0.7975030989116099
ee7ce85e38500b28d9d79b63c7fbf9a6	k__Bacteria	0.7185694567273447
3677e15d86603bf0a6bb50f8b010afe7	Unassigned	0.6939516911174338
cbb7ea319a7633cf0917c6e5cde0e923	k__Bacteria	0.7234710129699299
37c7d17f9e371c1e11a0e22b1ce15ab0	k__Bacteria	0.772925662390839
0f2a155a57fe6d0bf34767080706b3e1	Unassigned	0.31008588648493884
921966b15e5f1508e8650d053443c385	k__Bacteria	0.7308295733220714
22ed70e219c67c2bf4e20e0b144b12bb	k__Bacteria	0.828739843438957
de391a8294254c47e8f460325eea85f8	k__Bacteria	0.8265083742044108
d3f59bdb915bb43f2ecd96ad9296ae92	k__Bacteria	0.7879565071197653
072698f9668d5a094cdc1a672acc4747	k__Bacteria	0.9308654531352281
f8026fa73c97b3f69cf4369cf194fb8b	k__Bacteria	0.7775058189914512
1893b0ad352ee7db0f565bc4594e6dc6	k__Bacteria	0.8646873840107263
d51cd90e95b57acb614698dc580759fb	k__Bacteria	0.8238164101237366
55ec4b057c122957d25013675512c73d	Unassigned	0.6010378082216855
ee36a3eb8110ab27b0f3a72c5071d552	k__Bacteria	0.779266536551182
d329ff7ff76454d2282c9f01c2798588	Unassigned	0.306747040503215
5042942b77f5b924b8f8c11de37a3626	k__Bacteria	0.8398625603539035
3bb6760ebcd348e0c695a5fb5fccf994	k__Bacteria	0.7403384686520726
a621ed0faf5f6d7f3ad8f5e66cd41faf	k__Bacteria	0.743512971075298
f32674aec6d3fa6a7aa2323cb35699fc	k__Bacteria	0.8137999988840708
97e0a84031c426df75af82aeff951f26	k__Bacteria	0.7940567503875705
2cec2792e54f61e12e1a0b2507826118	k__Bacteria	0.8511742295628473
8c43291754ba53fa1e206f0ac7a18772	Unassigned	0.3037557095408714
7103ca740aeadee8bdf7cedaefac990b	k__Bacteria	0.8252300122818048
6de4955c509e8f32f905760cad0beeae	k__Bacteria	0.8249516400403747
42872dc875fef6070dfa78984184c096	k__Bacteria	0.8708092340680363
3d6555a4886c6e4a89104136dd5ca39e	Unassigned	0.7927923936234584
74c2326ccd0bc2bd9e0f23f15b79ea16	k__Bacteria	0.7826862330296795
903752a32299a5fac9505d192dc16466	Unassigned	0.6168651264789051
bcb349a220a0c33a6b780dbc29a25f71	k__Bacteria	0.8018230356737593
4516f28133b919f8d8039ece23d8dd2e	k__Bacteria	0.7755150418310984
b8329e527429f07e08f04ecf93563779	Unassigned	0.5194226572341816
ac809fd715cced98911f73f1dfb1ffb9	k__Bacteria	0.8584856359023983
a03aa6a23dc8f296567452ec2242a5fd	k__Bacteria	0.8320648845571891
02ef9a59d6da8b642271166d3ffd1b52	k__Bacteria	0.9133345466945791
55937e5781c91185e27a91216008e4ca	Unassigned	0.7432497128312452
e0f1938338e6f9b8cf8408e672ee6cd1	k__Bacteria	0.7823864777449633
a875cba4e2e4da128cec805cd014731f	k__Bacteria	0.735763865000244
d9efe89c658c7996e7738e1bb777c9f0	Unassigned	0.30497509580074345
3b795f0122b28b0e6a07bec73894acee	Unassigned	0.678566758950703
51757b1a0a985640893725af5d87d350	k__Bacteria	0.9094594173341518
c1dedbc2ee20ed310022b9a1976d56c4	k__Bacteria	0.8261153335077124
7ee56e891d069e18c3c8eb866924a26c	k__Bacteria	0.8383589181281766
8f0a7d866b4e5ebf1e34d0a44eb950a4	k__Bacteria	0.7472852500406384
ce1d8d111ba2aaec28d68a04e483bf3f	k__Bacteria	0.8486095976693632
04c7e0ea3038f942f5a28778a74cd1c0	Unassigned	0.5980698006068237
